key_id,word
dcb879985.jpg,w_ba4f96c 0.5290027856826782 w_51fc1fc 0.43597298860549927 w_3c8b9ea 0.4026815891265869 w_17b0d3a 0.38771700859069824 w_f1d2902 0.38615062832832336 
57ac48d7f.jpg,w_c06798f 0.6207830905914307 w_5d1b1a7 0.44659507274627686 w_0a155b9 0.4418948292732239 w_4df0da7 0.4283899962902069 w_8d1a7ba 0.4037878215312958 
52317899e.jpg,w_3af5f93 0.4299967885017395 w_f353e6a 0.3914661109447479 w_b48de8c 0.3882898986339569 w_685b8e1 0.3871699869632721 w_d24ae04 0.37151750922203064 
b5a4c1e2a.jpg,w_564a34b 0.5789346694946289 w_700ebb4 0.5055529475212097 w_263bd97 0.4666648209095001 w_ab7c369 0.4529891908168793 w_9a1a810 0.449923574924469 
bba5883d7.jpg,w_f86b16b 0.5507097244262695 w_f9a9dec 0.5124601721763611 w_5e8e218 0.4597686231136322 w_59f2171 0.4069564640522003 w_625e590 0.3889336585998535 
14396afec.jpg,w_4690940 0.7870657444000244 w_0c59853 0.4241470992565155 w_f353e6a 0.3989284634590149 w_bc7de9f 0.3867276906967163 w_8da30ad 0.38202375173568726 
9337bf764.jpg,w_0bc078c 0.814568817615509 w_c17a2d4 0.40664684772491455 w_22d96e7 0.3980560600757599 w_7d5a3b0 0.39402154088020325 w_0a87ea4 0.38414621353149414 
d042ac24f.jpg,w_2b65b34 0.4578869640827179 w_1f429ff 0.4101836383342743 w_05081a8 0.3963814675807953 w_a939b64 0.39481663703918457 w_8dd3f4a 0.3947065472602844 
1431407be.jpg,w_59109e5 0.49601373076438904 w_53ce2e1 0.4388008713722229 w_edce644 0.4352115988731384 w_eba33fb 0.39536145329475403 w_98d094e 0.3924368917942047 
d4d08ea47.jpg,w_8da30ad 0.8740509748458862 w_343f088 0.4994378387928009 w_8d1a7ba 0.48808979988098145 w_0a155b9 0.4556048810482025 w_90c9763 0.4242189824581146 
a4d1b9f5d.jpg,w_5e8e218 0.5735744833946228 w_b43d0fa 0.5331340432167053 w_19f507e 0.5179727673530579 w_75f6ffa 0.463733047246933 w_e19c1d6 0.4239134192466736 
c0b378682.jpg,w_dd08014 0.5923060774803162 w_0189b6d 0.4339568316936493 w_5e8e218 0.41736188530921936 w_df487e8 0.4019048511981964 w_e936b45 0.3945712149143219 
8db62d009.jpg,w_d9a3c6e 0.46469971537590027 w_60ce6fc 0.43694475293159485 w_139d19a 0.4196595847606659 w_4c47a31 0.40834441781044006 w_d24ae04 0.3752209544181824 
afd4b9e49.jpg,w_620dffe 0.5271697044372559 w_4f6e5a9 0.4155528247356415 w_0c59853 0.41346338391304016 w_e19c1d6 0.4083826541900635 w_966f46a 0.4080794155597687 
8e7a49fe5.jpg,w_2b65b34 0.563339114189148 w_191bce3 0.41530269384384155 w_139d19a 0.40756863355636597 w_4df0da7 0.4017859697341919 w_d0475b2 0.3949046730995178 
13f36f3d6.jpg,w_3af5f93 0.4620625972747803 w_c405fe4 0.4421066641807556 w_0c59853 0.4300433397293091 w_8ef9b33 0.42454299330711365 w_6f3a3ec 0.40730106830596924 
36fd70e93.jpg,w_e145c7a 0.48185256123542786 w_8a35001 0.4073128402233124 w_3476b19 0.38182634115219116 w_2b069ba 0.37570005655288696 w_9712235 0.37437209486961365 
81528d27d.jpg,w_9d840d6 0.5194823145866394 w_e19c1d6 0.41310834884643555 w_e5978cf 0.40536385774612427 w_11ce746 0.3979759216308594 w_5a3cd6d 0.3930433690547943 
9544feefc.jpg,w_ba2bbbb 0.5521888732910156 w_d24ae04 0.5409474968910217 w_de8def8 0.4750896096229553 w_11ce746 0.4250689446926117 w_38c6a8d 0.40649694204330444 
df3bc6e66.jpg,w_5e8e218 0.5476487278938293 w_b3cfa1d 0.5224728584289551 w_22d96e7 0.41949811577796936 w_4ff2f4a 0.41724565625190735 w_146208a 0.40106481313705444 
a7e466ba3.jpg,w_9d86594 0.7754909992218018 w_bc7de9f 0.4384547770023346 w_98d094e 0.4320378601551056 w_0bc078c 0.39956027269363403 w_f0e9af7 0.3825536072254181 
d6fbbdbe4.jpg,w_ae83a65 0.5629164576530457 w_92f4498 0.4538096487522125 w_2e4cb98 0.40848249197006226 w_f353e6a 0.4033368229866028 w_2b65b34 0.39350008964538574 
08f85605f.jpg,w_e966f36 0.4157201945781708 w_89ad73e 0.40806615352630615 w_3476b19 0.3878004550933838 w_d3e323d 0.3811100721359253 w_85b252c 0.3788178563117981 
61ba0825a.jpg,w_8f2943e 0.49458208680152893 w_4f6e5a9 0.457716166973114 w_22d96e7 0.440996915102005 w_2b65b34 0.422488272190094 w_175d6fa 0.4219588339328766 
00512687e.jpg,w_60ce6fc 0.431840717792511 w_c55519c 0.414666086435318 w_e47e686 0.4022607207298279 w_df81c5d 0.3945530354976654 w_811c3a3 0.3927144408226013 
ba0558b55.jpg,w_f765256 0.5974942445755005 w_0135f5f 0.4647463262081146 w_5485228 0.428234338760376 w_51fc1fc 0.42267271876335144 w_659bdb8 0.4203619360923767 
15dd3f9ef.jpg,w_f5aadde 0.5567466616630554 w_48619b3 0.4371207058429718 w_df81c5d 0.4321167469024658 w_ef83760 0.42842575907707214 w_61d6612 0.42563289403915405 
ddc9a4e8e.jpg,w_31233f8 0.5170220732688904 w_75f6ffa 0.48058438301086426 w_e27bbf6 0.4178715646266937 w_bc7de9f 0.39899367094039917 w_01cb0c4 0.3989318311214447 
c6072cf01.jpg,w_b5657c7 0.4354671239852905 w_3af5f93 0.3939693570137024 w_5591cd8 0.3805038630962372 w_a61a47c 0.3801794648170471 w_b2a4769 0.3792113959789276 
f02bc8efb.jpg,w_4f6e5a9 0.4657759368419647 w_d24ae04 0.431265264749527 w_391ef09 0.41642969846725464 w_e19c1d6 0.40748268365859985 w_abeab1e 0.40169209241867065 
02475f335.jpg,w_9c506f6 0.9349445700645447 w_59052ad 0.47183069586753845 w_8092f18 0.40759584307670593 w_edce644 0.38929542899131775 w_218fe4a 0.38794800639152527 
53c22ab69.jpg,w_ef00141 0.3993002474308014 w_d007a72 0.3762981593608856 w_62db660 0.37289124727249146 w_bd9f354 0.37005722522735596 w_4689352 0.36665549874305725 
f7f46e214.jpg,w_5bf792a 0.45918965339660645 w_df81c5d 0.44525185227394104 w_38c6a8d 0.4235503673553467 w_7e70b7c 0.4035990536212921 w_5b463cf 0.3949631452560425 
384ccba7e.jpg,w_a9304b9 0.4995628893375397 w_dcc14b3 0.47054073214530945 w_b77efda 0.46828147768974304 w_e19c1d6 0.43764528632164 w_b9e5911 0.4287261664867401 
0376802cf.jpg,w_e966f36 0.45649072527885437 w_343f088 0.40394794940948486 w_d588fb4 0.4006677269935608 w_9e58786 0.39611348509788513 w_89ad73e 0.3874224126338959 
46a487658.jpg,w_dee1053 0.6036222577095032 w_f66ec54 0.45779699087142944 w_175d6fa 0.42248743772506714 w_f48451c 0.3912788927555084 w_c17a2d4 0.3883875608444214 
cb5ed9e92.jpg,w_5e47cfb 0.4821353852748871 w_d24ae04 0.4285733997821808 w_e65664f 0.4275624752044678 w_0a87ea4 0.41893261671066284 w_92f4498 0.4042276442050934 
4cb865beb.jpg,w_e966f36 0.44469231367111206 w_343f088 0.417614609003067 w_d007a72 0.40500012040138245 w_83d10c1 0.39465323090553284 w_8b83220 0.39249634742736816 
96bcf84a2.jpg,w_ab7c369 0.6350346207618713 w_297e53a 0.4883323311805725 w_564a34b 0.4612325429916382 w_9f2cfff 0.4494077265262604 w_e19a641 0.430710107088089 
f85e28187.jpg,w_f353e6a 0.42664995789527893 w_0fe07b7 0.3975062668323517 w_3154c82 0.3826334476470947 w_94dcd2b 0.373756468296051 w_dd4cd65 0.37264496088027954 
da0b372bc.jpg,w_065ee1b 0.5345736742019653 w_5e8e218 0.4597635269165039 w_ab7c369 0.4524175226688385 w_fc83ab4 0.4287633001804352 w_f3b2948 0.4066079258918762 
e3076d37f.jpg,w_aa0dacc 0.7524868845939636 w_4ff2f4a 0.45953071117401123 w_0bc078c 0.4012661278247833 w_5f39ad8 0.39427682757377625 w_59052ad 0.37388554215431213 
afc72b500.jpg,w_cffd90e 0.5721337199211121 w_26ba5fd 0.4331541061401367 w_d066c0a 0.4254482388496399 w_f793b1f 0.4057791233062744 w_8092f18 0.3986261785030365 
d20f25d98.jpg,w_4f6e5a9 0.41431716084480286 w_fc83ab4 0.40340882539749146 w_0c59853 0.3982865512371063 w_5f39ad8 0.38207486271858215 w_e6faba8 0.3820456266403198 
3a2399b08.jpg,w_f0fe284 0.44193655252456665 w_c073f96 0.41081124544143677 w_8d1a7ba 0.40264391899108887 w_2c3c217 0.3973826467990875 w_343f088 0.39586809277534485 
